refund_date,return_id,return_date_time,order_date_time,refund_reason,cancellation_source,Liability,return_status,cred_order_item_id,return_shipment_status,sku_id,product_name,product_id,family,order_status,merchant_sku,merchant_id,brand,gmv,GST rate,Seller final payout,warehouse_location_code,customer_pincode,awb,warehouse_pincode,fulfilment_type,final_reverse_shipment_cost_including_gst,courier_partner_name,courier_aggregator_name,zone,customer_state,warehouse_state,chargeable_weight_kg,chargeable_weight_kg_final,estimated_reverse_shipment_cost_including_gst
4/2/2024,9E1Q1G952QVX3,4/1/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,0XV59D6566YRQ,delivered,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,158.2571429,XTR560036A,411057,5857667924,560036,MANAGED,,EcomExpress Reverse QC Surface,CRED-3PL,C,MAHARASHTRA,KARNATAKA,0.6992,0.6992,118
4/3/2024,,,3/27/2024,Merchant unable to fulfil order,USER,Merchant,,JJ8NLP1Q1NR2,,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,CANCELLED,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,,,,MANAGED,,,,,,,0,0,0
4/3/2024,,,3/27/2024,Merchant unable to fulfil order,USER,Merchant,,V1Q0ZLJ2DRNG,,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,CANCELLED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,158.2571429,XTR560036A,,,,MANAGED,,,,,,,0,0,0
4/3/2024,,,3/27/2024,Merchant unable to fulfil order,USER,Merchant,,V4531NY0EZP5,,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,CANCELLED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,,,,MANAGED,,,,,,,0,0,0
4/3/2024,,,3/27/2024,Merchant unable to fulfil order,USER,Merchant,,5P25N512PVG86,,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,CANCELLED,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,,,,MANAGED,,,,,,,0,0,0
4/3/2024,,,3/27/2024,Merchant unable to fulfil order,USER,Merchant,,236QYG2V1E01E,,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,CANCELLED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,144.9671429,XTR560036A,,,,MANAGED,,,,,,,0,0,0
4/3/2024,,,3/27/2024,Merchant unable to fulfil order,USER,Merchant,,231PW9EX85DGG,,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,CANCELLED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,144.9671429,XTR560036A,,,,MANAGED,,,,,,,0,0,0
4/3/2024,8L50XZ1JL30VY,4/1/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,D9NLX4L29D08,in_transit,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,145.2871429,XTR560036A,247232,R817096723CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,UTTAR PRADESH,KARNATAKA,0.8,0.8,126
4/3/2024,9EVQ0E4J01QWP,4/1/2024,3/27/2024,Incorrect product,,Merchant,APPROVED,JZR8PGNV4L0WP,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,501510,R817789610CRD,560036,MANAGED,,ShadowFax Reverse,CRED-3PL,C,TELANGANA,KARNATAKA,0.6992,0.6992,118
4/3/2024,RZYP3312XLEL,4/2/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,2D1N29J4QX24R,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,145.2871429,XTR560036A,136118,R818540674CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,HARYANA,KARNATAKA,0.6992,0.6992,126
4/3/2024,JDJ89J8WR138,4/2/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,XPXGY1RX823Y,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,110048,R818547948CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,DELHI,KARNATAKA,0.6992,0.6992,118
4/3/2024,Z4XDXRW0X3E23,4/3/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,66LLRV09J1NW,in_transit,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,110086,R819255511CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,DELHI,KARNATAKA,0.6992,0.6992,118
4/3/2024,XZGR6XW2DP9L2,4/2/2024,3/27/2024,Defective item,,Merchant,APPROVED,05XYX8Z0N334Y,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,158.2571429,XTR560036A,201307,R818372026CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,UTTAR PRADESH,KARNATAKA,0.6992,0.6992,118
4/3/2024,GG5WPDR6VZWDY,4/2/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,3Q8390L25PN3,in_transit,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,158.2571429,XTR560036A,110075,R818530057CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,DELHI,KARNATAKA,0.8,0.8,118
4/3/2024,4NV86L22L40P4,4/2/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,RPLXPV2X3Z65G,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,145.2871429,XTR560036A,284002,R818611976CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,UTTAR PRADESH,KARNATAKA,0.6992,0.6992,126
4/3/2024,4DPG9WQ9EE25,4/2/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,4833YQZ340JQ,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,110027,R818679840CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,DELHI,KARNATAKA,0.6992,0.6992,118
4/3/2024,E861LD0389Q0J,4/3/2024,3/27/2024,Found better price elsewhere,,Merchant,APPROVED,R4D042WQY9XZ,in_transit,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,150.2571429,XTR560036A,247667,R819294495CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,UTTARAKHAND,KARNATAKA,0.8,0.8,126
4/3/2024,5QGN24DD6P111,4/1/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,544W1QQXXL5W,in_transit,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,150.2571429,XTR560036A,679576,R817732476CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,KERALA,KARNATAKA,0.6992,0.6992,126
4/3/2024,LGWQDX68QEEDP,4/3/2024,3/27/2024,Defective item,,Merchant,APPROVED,9PRZG3WD9XVE3,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,110023,R819009458CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,DELHI,KARNATAKA,0.6992,0.6992,118
4/3/2024,P3V00Y9GZ6VR,4/2/2024,3/27/2024,Defective item,,Merchant,APPROVED,4QQLL2NDZJNE8,in_transit,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,145.2871429,XTR560036A,223101,R818540632CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,UTTAR PRADESH,KARNATAKA,0.8,0.8,126
4/3/2024,WEVV06445069R,4/2/2024,3/27/2024,Defective item,,Merchant,APPROVED,D06JPJ85WQVE,in_transit,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,500084,R818577858CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,TELANGANA,KARNATAKA,0.6992,0.6992,118
4/3/2024,0RYGRE6X01XJ,4/2/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,J02ELJQEW6DP,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,700033,R818654554CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,WEST BENGAL,KARNATAKA,0.6992,0.6992,118
4/3/2024,4PDNYV35LPRD,4/2/2024,3/27/2024,"Only product is damaged, shipping box is OK",,Merchant,APPROVED,WXEZJ159QV216,in_transit,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,158.2571429,XTR560036A,411036,R818528925CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,MAHARASHTRA,KARNATAKA,0.6992,0.6992,118
4/3/2024,P29NGLJWENVER,4/3/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,GYQVJ0Q11P28,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,421001,R819315520CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,MAHARASHTRA,KARNATAKA,0.6992,0.6992,118
4/3/2024,N85L5Z0Y69WZ,4/1/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,05D6QVQ0Q26EY,delivered,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,400059,5857667918,560036,MANAGED,,EcomExpress Reverse QC Surface,CRED-3PL,C,MAHARASHTRA,KARNATAKA,0.6992,0.6992,118
4/3/2024,V0PL4RZ0EW0WW,4/2/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,GG2RQD48RYXVV,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,150.2571429,XTR560036A,492001,R818536979CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,CHATTISGARH,KARNATAKA,0.6992,0.6992,126
4/4/2024,ZY5W2J6Q43GZ,4/3/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,PD8DGW0DD8E3,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,158.2571429,XTR560036A,110075,R818764415CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,DELHI,KARNATAKA,0.6992,0.6992,118
4/4/2024,REEGNWLP6X2RD,4/1/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,8L6EPDPR89Z82,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,500019,R817653260CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,TELANGANA,KARNATAKA,0.6992,0.6992,118
4/4/2024,P1D8G6ZJ1W45,4/3/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,51QR361LG3J4,in_transit,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,145.2871429,XTR560036A,734001,R819479314CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,WEST BENGAL,KARNATAKA,0.8,0.8,126
4/4/2024,05863WR4J4V1J,4/4/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,8LYQ3Y3XJN6QN,in_transit,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,150.2571429,XTR560036A,452001,R819560307CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,MADHYA PRADESH,KARNATAKA,0.8,0.8,126
4/4/2024,6J58NXXY2R35V,4/3/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,LGGDRZZ21JJ56,shipped,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,145.2871429,XTR560036A,140301,5857668131,560036,MANAGED,,EcomExpress Reverse QC Surface,CRED-3PL,D,PUNJAB,KARNATAKA,0.6992,0.6992,126
4/4/2024,9P290WZ8GPZN6,4/4/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,468Y9JXLEPZD,in_transit,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,121008,R819534121CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,HARYANA,KARNATAKA,0.6992,0.6992,118
4/4/2024,5PGG6Z6LPX6VX,4/3/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,4QX012DWEJ34D,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,158.2571429,XTR560036A,503212,R819447022CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,TELANGANA,KARNATAKA,0.6992,0.6992,118
4/4/2024,R5VDJGPJW8Y,4/3/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,D5JL2L3159PE,in_transit,1dc70fea-bf44-4a8b-9b9d-05b445968c19,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BG,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,177.2871429,XTR560036A,560071,R819322713CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,A,KARNATAKA,KARNATAKA,0.6992,0.6992,98
4/4/2024,5L3XN4JLZG29,4/1/2024,3/27/2024,Defective item,,Merchant,APPROVED,23RWDNVQNV39J,in_transit,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,153.2871429,XTR560036A,500085,R817630400CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,C,TELANGANA,KARNATAKA,0.8,0.8,118
4/5/2024,,,3/27/2024,initiating refund due to item marked as RTO,,Merchant,,YLEE06JVZ62V,,e0768f9a-8329-4991-9f67-e326ccb99970,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RTO,XTR-CAP-GRY,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,158.2571429,XTR560036A,,,,MANAGED,,,,,,,0,0,0
4/5/2024,DRP49L3YL0DY,4/4/2024,3/27/2024,Product received is different from the image shown,,Merchant,APPROVED,J9QLQL2N25R,in_transit,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,150.2571429,XTR560036A,364001,R820014956CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,GUJARAT,KARNATAKA,0.6992,0.6992,126
4/5/2024,XE194XNLLZ22V,4/4/2024,3/27/2024,"Only product is damaged, shipping box is OK",,Merchant,APPROVED,E55YXZJL9J43N,in_transit,f74c678b-b708-4d5c-bdcf-5aee8c7b6921,unisex sports cap,ef5c7de8-ff6f-47ad-9c85-45874cb12113,fashion_93e,RETURNED,XTR-CAP-BO,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,249,0.05,145.2871429,XTR560036A,390001,R820112661CRD,560036,MANAGED,,ShadowFax Reverse Qc,CRED-3PL,D,GUJARAT,KARNATAKA,0.6992,0.6992,126
